studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,plantedSeedlotStockDbId,plantedSeedlotStockUniquename,plantedSeedlotCurrentCount,plantedSeedlotCurrentWeightGram,plantedSeedlotBoxName,plantedSeedlotTransactionCount,plantedSeedlotTransactionWeight,plantedSeedlotTransactionDescription,availableGermplasmSeedlotUniquenames,FHB plant response - 1-9 response scale|CO_321:0501028,Grain test weight - g/l|CO_321:0001210,Grain yield - kg/ha|CO_321:0001218,Heading time - Julian date (JD)|CO_321:0001233,notes
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97299,17-8626,,plot,254886,Adv_Urb_20-plot206,2,2,206,,,test,,,,,,,,,,,1,734.0373682,4909.652735,135," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97311,17-8948,,plot,254638,Adv_Urb_20-plot207,2,2,207,,,test,,,,,,,,,,,2,714.5118522,4529.550588,136," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97193,17-27914,,plot,254693,Adv_Urb_20-plot208,2,2,208,,,test,,,,,,,,,,,3,747.4611605,4782.95202,136," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97208,17-30178,,plot,254768,Adv_Urb_20-plot209,2,2,209,,,test,,,,,,,,,,,2,727.0203859,4434.525051,136," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97179,17-25930,,plot,254813,Adv_Urb_20-plot210,2,2,210,,,test,,,,,,,,,,,3,734.3424544,4117.773262,135," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97282,17-8004,,plot,254830,Adv_Urb_20-plot211,2,2,211,,,test,,,,,,,,,,,2,743.8001262,4656.251304,134," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",96852,16-33550,,plot,254832,Adv_Urb_20-plot212,2,2,212,,,test,,,,,,,,,,,1,740.4441782,4941.327914,137,"GB (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",96747,16-23766,,plot,254869,Adv_Urb_20-plot213,2,2,213,,,test,,,,,,,,,,,2,715.1220246,5068.02863,138," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97281,17-7978,,plot,254554,Adv_Urb_20-plot214,2,2,214,,,test,,,,,,,,,,,2,728.2407306,5384.780419,137," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",100997,US16-IL-063-003,,plot,254608,Adv_Urb_20-plot215,2,2,215,,,test,,,,,,,,,,,3,720.3084898,4466.20023,136," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97129,17-21447,,plot,254745,Adv_Urb_20-plot216,2,2,216,,,test,,,,,,,,,,,4,698.6473704,4244.473978,136," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97168,17-24663,,plot,254721,Adv_Urb_20-plot217,2,2,217,,,test,,,,,,,,,,,3,697.7321119,4466.20023,137," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",100798,US16-IL-064-240,,plot,254669,Adv_Urb_20-plot218,2,2,218,,,test,,,,,,,,,,,3,747.1560743,4592.900946,136," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",96646,16-12830,,plot,254760,Adv_Urb_20-plot219,2,2,219,,,test,,,,,,,,,,,1,714.206766,3864.37183,138," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",96837,16-32772,,plot,254570,Adv_Urb_20-plot220,2,2,220,,,test,,,,,,,,,,,2,0,3642.645578,139," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97171,17-24977,,plot,254861,Adv_Urb_20-plot221,2,2,221,,,test,,,,,,,,,,,2,0,3104.167536,138," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97200,17-29513,,plot,254889,Adv_Urb_20-plot222,2,2,222,,,test,,,,,,,,,,,3,706.8846975,3864.37183,136," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",100862,US16-IL-064-137,,plot,254702,Adv_Urb_20-plot223,2,2,223,,,test,,,,,,,,,,,1,0,3420.919325,138," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",100748,US16-IL-065-034,,plot,254753,Adv_Urb_20-plot224,2,2,224,,,test,,,,,,,,,,,3,733.4271958,3896.047009,136," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97320,17-9832,,plot,254634,Adv_Urb_20-plot225,2,2,225,,,test,,,,,,,,,,,2,697.1219395,4149.448441,140,"mixed (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97099,17-18176,,plot,254858,Adv_Urb_20-plot226,2,2,226,,,test,,,,,,,,,,,3,696.8168533,3801.021473,135," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97186,17-27559,,plot,254598,Adv_Urb_20-plot227,2,2,227,,,test,,,,,,,,,,,3,724.2746102,4276.149157,138," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97053,17-13024,,plot,254853,Adv_Urb_20-plot228,2,2,228,,,test,,,,,,,,,,,2,713.5965936,3896.047009,138," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97262,17-7136,,plot,254801,Adv_Urb_20-plot229,2,2,229,,,test,,,,,,,,,,,2,0,3357.568967,135,"GB mixed (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",96728,16-22039,,plot,254656,Adv_Urb_20-plot230,2,2,230,,,test,,,,,,,,,,,2,716.0372831,4497.875409,135," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97195,17-2920,,plot,254652,Adv_Urb_20-plot231,2,2,231,,,test,,,,,,,,,,,2,736.4780577,4497.875409,136," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97049,17-12623,,plot,254742,Adv_Urb_20-plot232,2,2,232,,,test,,,,,,,,,,,1,733.1221097,4117.773262,139," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",100877,US16-IL-065-107,,plot,254686,Adv_Urb_20-plot233,2,2,233,,,test,,,,,,,,,,,2,724.2746102,3991.072546,138," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97201,17-29544,,plot,254574,Adv_Urb_20-plot234,2,2,234,,,test,,,,,,,,,,,1,0,3357.568967,134," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",101003,US16-IL-065-111,,plot,254767,Adv_Urb_20-plot235,2,2,235,,,test,,,,,,,,,,,2,731.2915925,3927.722188,137," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97314,17-9211,,plot,254566,Adv_Urb_20-plot236,2,2,236,,,test,,,,,,,,,,,3,697.7321119,3674.320757,140,"seg/mixed (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97185,17-27510,,plot,254588,Adv_Urb_20-plot237,2,2,237,,,test,,,,,,,,,,,2,734.6475406,3991.072546,136," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",96965,16-6214,,plot,254658,Adv_Urb_20-plot238,2,2,238,,,test,,,,,,,,,,,2,730.376334,4687.926483,140," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",100670,US16-IL-064-160,,plot,254557,Adv_Urb_20-plot239,2,2,239,,,test,,,,,,,,,,,2,739.5289196,4434.525051,140," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97183,17-26647,,plot,254552,Adv_Urb_20-plot240,2,2,240,,,test,,,,,,,,,,,2,717.8678003,4212.798799,137," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",100667,US16-IL-065-031,,plot,254643,Adv_Urb_20-plot241,2,2,241,,,test,,,,,,,,,,,1,0,3705.995936,135," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97293,17-8152,,plot,254794,Adv_Urb_20-plot242,2,2,242,,,test,,,,,,,,,,,1,719.6983174,4339.499514,140," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97087,17-15667,,plot,254612,Adv_Urb_20-plot243,2,2,243,,,test,,,,,,,,,,,2,729.4610754,4339.499514,136," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",100659,US16-IL-064-234,,plot,254631,Adv_Urb_20-plot244,2,2,244,,,test,,,,,,,,,,,2,726.1051273,4022.747725,135," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",100812,US16-IL-064-083,,plot,254680,Adv_Urb_20-plot245,2,2,245,,,test,,,,,,,,,,,1,725.8000411,4212.798799,134,"GB (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97213,17-30333,,plot,254700,Adv_Urb_20-plot246,2,2,246,,,test,,,,,,,,,,,3,705.9694389,3927.722188,135," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97121,17-20472,,plot,254882,Adv_Urb_20-plot247,2,2,247,,,test,,,,,,,,,,,3,0,2850.766104,132,"ugly (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97174,17-25205,,plot,254544,Adv_Urb_20-plot248,2,2,248,,,test,,,,,,,,,,,2,738.3085749,4846.302377,136," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97300,17-8628,,plot,254664,Adv_Urb_20-plot249,2,2,249,,,test,,,,,,,,,,,3,718.7830588,3959.397367,134," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97226,17-31374,,plot,254696,Adv_Urb_20-plot250,2,2,250,,,test,,,,,,,,,,,2,0,3579.29522,136," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97034,17-10948,,plot,254660,Adv_Urb_20-plot251,2,2,251,,,test,,,,,,,,,,,3,721.5288345,4117.773262,134," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",100853,US16-IL-065-037,,plot,254782,Adv_Urb_20-plot252,2,2,252,,,test,,,,,,,,,,,3,733.1221097,4592.900946,136," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97286,17-8036,,plot,254580,Adv_Urb_20-plot253,2,2,253,,,test,,,,,,,,,,,3,719.3932312,4497.875409,137," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",101013,US16-IL-066-044,,plot,254892,Adv_Urb_20-plot254,2,2,254,,,test,,,,,,,,,,,4,747.7662467,4592.900946,136," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97184,17-26648,,plot,254620,Adv_Urb_20-plot255,2,2,255,,,test,,,,,,,,,,,3,721.2237483,4371.174693,136," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",100620,US16-IL-064-229,,plot,254692,Adv_Urb_20-plot256,2,2,256,,,test,,,,,,,,,,,2,734.9526268,5479.805956,138," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",96929,16-37107,,plot,254847,Adv_Urb_20-plot257,2,2,257,,,test,,,,,,,,,,,2,719.3932312,4054.422904,133," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",100834,US16-IL-062-097,,plot,254611,Adv_Urb_20-plot258,2,2,258,,,test,,,,,,,,,,,2,736.7831439,4529.550588,134," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",100621,US16-IL-064-005,,plot,254814,Adv_Urb_20-plot259,2,2,259,,,test,,,,,,,,,,,3,0,3262.543431,130," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97041,17-12172,,plot,254657,Adv_Urb_20-plot260,2,2,260,,,test,,,,,,,,,,,3,0,3642.645578,134,"mixed (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",100842,US16-IL-061-029,,plot,254712,Adv_Urb_20-plot261,2,2,261,,,test,,,,,,,,,,,2,716.6474555,4814.627199,135," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",96790,16-2870,,plot,254770,Adv_Urb_20-plot262,2,2,262,,,test,,,,,,,,,,,3,723.0542655,3769.346294,134," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97143,17-22168,,plot,254864,Adv_Urb_20-plot263,2,2,263,,,test,,,,,,,,,,,2,730.0712478,4371.174693,135," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",96743,16-23348,,plot,254583,Adv_Urb_20-plot264,2,2,264,,,test,,,,,,,,,,,2,0,3705.995936,134," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",100906,US16-IL-062-071,,plot,254695,Adv_Urb_20-plot265,2,2,265,,,test,,,,,,,,,,,2,713.9016798,4656.251304,138," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97003,16-8605,,plot,254883,Adv_Urb_20-plot266,2,2,266,,,test,,,,,,,,,,,2,716.3423693,4244.473978,133," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97212,17-30322,,plot,254723,Adv_Urb_20-plot267,2,2,267,,,test,,,,,,,,,,,2,0,3547.620041,135," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97046,17-12564,,plot,254731,Adv_Urb_20-plot268,2,2,268,,,test,,,,,,,,,,,2,727.0203859,3896.047009,135," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",96998,16-8048,,plot,254799,Adv_Urb_20-plot269,2,2,269,,,test,,,,,,,,,,,1,731.9017649,5226.404525,137," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",101019,US16-IL-065-104,,plot,254756,Adv_Urb_20-plot270,2,2,270,,,test,,,,,,,,,,,2,0,3515.944862,132," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97258,17-6863,,plot,254833,Adv_Urb_20-plot301,3,3,301,,,test,,,,,,,,,,,1,723.6644378,4276.149157,135," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",100780,US16-IL-065-125,,plot,254792,Adv_Urb_20-plot302,3,3,302,,,test,,,,,,,,,,,1,751.7323671,4117.773262,136," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97176,17-25738,,plot,254560,Adv_Urb_20-plot303,3,3,303,,,test,,,,,,,,,,,2,735.257713,4117.773262,137,"mixed (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97310,17-8930,,plot,254607,Adv_Urb_20-plot304,3,3,304,,,test,,,,,,,,,,,2,0,3357.568967,131,"mixed (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97118,17-20346,,plot,254714,Adv_Urb_20-plot305,3,3,305,,,test,,,,,,,,,,,1,683.0879748,3801.021473,137," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",96793,16-28802,,plot,254623,Adv_Urb_20-plot306,3,3,306,,,test,,,,,,,,,,,1,720.613576,3737.671115,136," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97300,17-8628,,plot,254843,Adv_Urb_20-plot307,3,3,307,,,test,,,,,,,,,,,2,722.4440931,3769.346294,135,"mixed (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",100803,US16-IL-065-076,,plot,254784,Adv_Urb_20-plot308,3,3,308,,,test,,,,,,,,,,,1,753.2577981,4244.473978,135,"* (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",100894,US16-IL-062-109,,plot,254789,Adv_Urb_20-plot309,3,3,309,,,test,,,,,,,,,,,2,720.613576,4909.652735,136," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",97321,17-9839,,plot,254885,Adv_Urb_20-plot310,3,3,310,,,test,,,,,,,,,,,2,715.1220246,4022.747725,136," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",96632,16-10427,,plot,254549,Adv_Urb_20-plot311,3,3,311,,,test,,,,,,,,,,,2,712.9864213,3959.397367,134," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",84789,Kaskaskia,,plot,254647,Adv_Urb_20-plot312,3,3,312,,,test,,,,,,,,,,,3,723.6644378,3927.722188,142," (Operator: jrutkoski, Time: )"
2020,326,University of Illinois,Wheat breeding program at the University of Illinois,1186,Adv_Urb_20,"Advanced Yield Trial at Urbana, IL [2020]",RCBD,,,,,,,,26,"Urbana, IL",85081,02-18228,,plot,254727,Adv_Urb_20-plot313,3,3,313,,,test,,,,,,,,,,,2,749.2916776,4624.576125,136," (Operator: jrutkoski, Time: )"
