,names,studyName,germplasmDbId,trait,predicted.value,std.error
725,19-5632,Aug_Urb_20,240264,Grain.test.weight...lbs.bu,56.8633,1.30262404
726,19-5637,Aug_Urb_20,240265,Grain.test.weight...lbs.bu,56.5811,1.30262404
727,19-6113,Aug_Urb_20,240273,Grain.test.weight...lbs.bu,58.5565,1.30262404
728,19-6203,Aug_Urb_20,240274,Grain.test.weight...lbs.bu,55.8756,1.30262404
729,19-6308,Aug_Urb_20,240280,Grain.test.weight...lbs.bu,59.5442,1.30262404
730,19-6418,Aug_Urb_20,240281,Grain.test.weight...lbs.bu,56.5811,1.30262404
731,19-6517,Aug_Urb_20,240283,Grain.test.weight...lbs.bu,56.8633,1.30262404
732,19-6532,Aug_Urb_20,240285,Grain.test.weight...lbs.bu,57.851,1.30262404
733,19-6559,Aug_Urb_20,240291,Grain.test.weight...lbs.bu,58.9798,1.30262404
734,19-6607,Aug_Urb_20,240296,Grain.test.weight...lbs.bu,58.5565,1.30262404
735,19-6637,Aug_Urb_20,240298,Grain.test.weight...lbs.bu,58.1332,1.30262404
736,19-6658,Aug_Urb_20,240299,Grain.test.weight...lbs.bu,56.0167,1.30262404
737,19-6704,Aug_Urb_20,240301,Grain.test.weight...lbs.bu,56.8633,1.30262404
738,19-6851,Aug_Urb_20,240305,Grain.test.weight...lbs.bu,58.2743,1.30262404
739,19-6946,Aug_Urb_20,240306,Grain.test.weight...lbs.bu,56.7222,1.30262404
740,19-7049,Aug_Urb_20,240310,Grain.test.weight...lbs.bu,58.4154,1.30262404
741,19-7142,Aug_Urb_20,240315,Grain.test.weight...lbs.bu,53.618,1.30262404
742,19-7210,Aug_Urb_20,240317,Grain.test.weight...lbs.bu,54.8879,1.30262404
743,19-7216,Aug_Urb_20,240318,Grain.test.weight...lbs.bu,56.7222,1.30262404
744,19-7252,Aug_Urb_20,240320,Grain.test.weight...lbs.bu,56.2989,1.30262404
745,19-7258,Aug_Urb_20,240321,Grain.test.weight...lbs.bu,54.6057,1.30262404
746,19-7303,Aug_Urb_20,240322,Grain.test.weight...lbs.bu,57.0044,1.30262404
747,19-7307,Aug_Urb_20,240323,Grain.test.weight...lbs.bu,57.7099,1.30262404
748,19-7356,Aug_Urb_20,240324,Grain.test.weight...lbs.bu,58.6976,1.30262404
749,19-7568,Aug_Urb_20,240334,Grain.test.weight...lbs.bu,57.4277,1.30262404
750,19-7641,Aug_Urb_20,240337,Grain.test.weight...lbs.bu,57.9921,1.30262404
751,19-7672,Aug_Urb_20,240338,Grain.test.weight...lbs.bu,55.7345,1.30262404
752,19-7751,Aug_Urb_20,240341,Grain.test.weight...lbs.bu,58.9798,1.30262404
753,19-7853,Aug_Urb_20,240346,Grain.test.weight...lbs.bu,58.4154,1.30262404
754,19-7854,Aug_Urb_20,240347,Grain.test.weight...lbs.bu,55.029,1.30262404
755,19-8449,Aug_Urb_20,240350,Grain.test.weight...lbs.bu,56.8633,1.30262404
756,19-8477,Aug_Urb_20,240351,Grain.test.weight...lbs.bu,58.1332,1.30262404
757,19-8526,Aug_Urb_20,240352,Grain.test.weight...lbs.bu,57.9921,1.30262404
758,19-8626,Aug_Urb_20,240355,Grain.test.weight...lbs.bu,58.9798,1.30262404
759,19-8660,Aug_Urb_20,240357,Grain.test.weight...lbs.bu,58.5565,1.30262404
760,19-8708,Aug_Urb_20,240358,Grain.test.weight...lbs.bu,55.8756,1.30262404
761,19-8719,Aug_Urb_20,240359,Grain.test.weight...lbs.bu,56.2989,1.30262404
762,19-8744,Aug_Urb_20,240362,Grain.test.weight...lbs.bu,59.1209,1.30262404
763,19-8817,Aug_Urb_20,240367,Grain.test.weight...lbs.bu,57.1455,1.30262404
764,19-8827,Aug_Urb_20,240368,Grain.test.weight...lbs.bu,56.8633,1.30262404
765,19-8853,Aug_Urb_20,240369,Grain.test.weight...lbs.bu,54.8879,1.30262404
766,19-8870,Aug_Urb_20,240370,Grain.test.weight...lbs.bu,58.1332,1.30262404
767,19-8871,Aug_Urb_20,240371,Grain.test.weight...lbs.bu,56.8633,1.30262404
768,19-8909,Aug_Urb_20,240372,Grain.test.weight...lbs.bu,58.1332,1.30262404
769,19-8928,Aug_Urb_20,240376,Grain.test.weight...lbs.bu,57.5688,1.30262404
770,19-9057,Aug_Urb_20,240380,Grain.test.weight...lbs.bu,61.3785,1.30262404
771,19-9234,Aug_Urb_20,240383,Grain.test.weight...lbs.bu,57.4277,1.30262404
772,19-9268,Aug_Urb_20,240384,Grain.test.weight...lbs.bu,56.7222,1.30262404
773,19-9577,Aug_Urb_20,240388,Grain.test.weight...lbs.bu,60.9552,1.30262404
774,19-9602,Aug_Urb_20,240390,Grain.test.weight...lbs.bu,57.9921,1.30262404
775,19-9608,Aug_Urb_20,240391,Grain.test.weight...lbs.bu,57.851,1.30262404
776,19-9615,Aug_Urb_20,240392,Grain.test.weight...lbs.bu,59.8264,1.30262404
777,19-9619,Aug_Urb_20,240393,Grain.test.weight...lbs.bu,58.9798,1.30262404
778,19-9628,Aug_Urb_20,240394,Grain.test.weight...lbs.bu,58.6976,1.30262404
779,19-9665,Aug_Urb_20,240397,Grain.test.weight...lbs.bu,61.3785,1.30262404
780,19-9653,Aug_Urb_20,240396,Grain.test.weight...lbs.bu,57.1455,1.30262404
781,19-10123,Aug_Urb_20,239200,Grain.test.weight...lbs.bu,59.4031,1.30262404
782,19-10136,Aug_Urb_20,239201,Grain.test.weight...lbs.bu,60.2497,1.30262404
783,19-10141,Aug_Urb_20,239202,Grain.test.weight...lbs.bu,60.5319,1.30262404
784,19-10142,Aug_Urb_20,239203,Grain.test.weight...lbs.bu,58.8387,1.30262404
785,19-10151,Aug_Urb_20,239205,Grain.test.weight...lbs.bu,60.1086,1.30262404
786,19-10168,Aug_Urb_20,239206,Grain.test.weight...lbs.bu,60.1086,1.30262404
787,19-10169,Aug_Urb_20,239207,Grain.test.weight...lbs.bu,59.262,1.30262404
788,19-10173,Aug_Urb_20,239208,Grain.test.weight...lbs.bu,60.1086,1.30262404
789,19-10236,Aug_Urb_20,239211,Grain.test.weight...lbs.bu,60.1086,1.30262404
790,19-10243,Aug_Urb_20,239212,Grain.test.weight...lbs.bu,58.2743,1.30262404
791,19-10259,Aug_Urb_20,239213,Grain.test.weight...lbs.bu,60.2497,1.30262404
792,19-10849,Aug_Urb_20,239224,Grain.test.weight...lbs.bu,59.1209,1.30262404
793,19-10856,Aug_Urb_20,239225,Grain.test.weight...lbs.bu,60.3908,1.30262404
794,19-10904,Aug_Urb_20,239226,Grain.test.weight...lbs.bu,58.2743,1.30262404
795,19-10905,Aug_Urb_20,239227,Grain.test.weight...lbs.bu,57.9921,1.30262404
796,19-10906,Aug_Urb_20,239228,Grain.test.weight...lbs.bu,58.5565,1.30262404
797,19-10925,Aug_Urb_20,239230,Grain.test.weight...lbs.bu,58.8387,1.30262404
798,19-10956,Aug_Urb_20,239233,Grain.test.weight...lbs.bu,59.1209,1.30262404
799,19-11163,Aug_Urb_20,239238,Grain.test.weight...lbs.bu,60.5319,1.30262404
800,19-11216,Aug_Urb_20,239240,Grain.test.weight...lbs.bu,54.6057,1.30262404
801,19-11316,Aug_Urb_20,239242,Grain.test.weight...lbs.bu,58.4154,1.30262404
802,19-11339,Aug_Urb_20,239246,Grain.test.weight...lbs.bu,58.4154,1.30262404
803,19-11354,Aug_Urb_20,239249,Grain.test.weight...lbs.bu,59.262,1.30262404
804,19-11374,Aug_Urb_20,239250,Grain.test.weight...lbs.bu,57.4277,1.30262404
805,19-11401,Aug_Urb_20,239251,Grain.test.weight...lbs.bu,58.9798,1.30262404
806,19-11460,Aug_Urb_20,239256,Grain.test.weight...lbs.bu,58.6976,1.30262404
807,19-11463,Aug_Urb_20,239257,Grain.test.weight...lbs.bu,60.1086,1.30262404
808,19-11466,Aug_Urb_20,239258,Grain.test.weight...lbs.bu,59.262,1.30262404
809,19-11541,Aug_Urb_20,239262,Grain.test.weight...lbs.bu,60.2497,1.30262404
810,19-11550,Aug_Urb_20,239263,Grain.test.weight...lbs.bu,58.1332,1.30262404
811,19-11645,Aug_Urb_20,239273,Grain.test.weight...lbs.bu,56.8633,1.30262404
812,19-11647,Aug_Urb_20,239274,Grain.test.weight...lbs.bu,60.1086,1.30262404
813,19-11737,Aug_Urb_20,239282,Grain.test.weight...lbs.bu,57.9921,1.30262404
814,19-11770,Aug_Urb_20,239285,Grain.test.weight...lbs.bu,60.2497,1.30262404
815,19-11773,Aug_Urb_20,239286,Grain.test.weight...lbs.bu,59.262,1.30262404
816,19-11804,Aug_Urb_20,239287,Grain.test.weight...lbs.bu,58.6976,1.30262404
817,19-12016,Aug_Urb_20,239290,Grain.test.weight...lbs.bu,59.262,1.30262404
818,19-12030,Aug_Urb_20,239292,Grain.test.weight...lbs.bu,57.5688,1.30262404
819,19-12301,Aug_Urb_20,239298,Grain.test.weight...lbs.bu,57.4277,1.30262404
820,19-12314,Aug_Urb_20,239299,Grain.test.weight...lbs.bu,57.4277,1.30262404
821,19-12321,Aug_Urb_20,239300,Grain.test.weight...lbs.bu,56.44,1.30262404
822,19-12324,Aug_Urb_20,239301,Grain.test.weight...lbs.bu,59.4031,1.30262404
823,19-12336,Aug_Urb_20,239302,Grain.test.weight...lbs.bu,59.9675,1.30262404
824,19-12356,Aug_Urb_20,239303,Grain.test.weight...lbs.bu,60.3908,1.30262404
825,19-12420,Aug_Urb_20,239307,Grain.test.weight...lbs.bu,59.5442,1.30262404
826,19-12604,Aug_Urb_20,239315,Grain.test.weight...lbs.bu,58.4154,1.30262404
827,19-12615,Aug_Urb_20,239316,Grain.test.weight...lbs.bu,60.1086,1.30262404
828,19-12622,Aug_Urb_20,239317,Grain.test.weight...lbs.bu,58.6976,1.30262404
829,19-12636,Aug_Urb_20,239319,Grain.test.weight...lbs.bu,57.4277,1.30262404
830,19-12659,Aug_Urb_20,239320,Grain.test.weight...lbs.bu,59.8264,1.30262404
831,19-12749,Aug_Urb_20,239326,Grain.test.weight...lbs.bu,60.2497,1.30262404
832,19-12839,Aug_Urb_20,239336,Grain.test.weight...lbs.bu,58.6976,1.30262404
833,19-12830,Aug_Urb_20,239334,Grain.test.weight...lbs.bu,58.2743,1.30262404
834,19-12834,Aug_Urb_20,239335,Grain.test.weight...lbs.bu,59.4031,1.30262404
835,19-12841,Aug_Urb_20,239337,Grain.test.weight...lbs.bu,59.262,1.30262404
836,19-12849,Aug_Urb_20,239339,Grain.test.weight...lbs.bu,59.5442,1.30262404
837,19-12921,Aug_Urb_20,239344,Grain.test.weight...lbs.bu,56.8633,1.30262404
838,19-12926,Aug_Urb_20,239345,Grain.test.weight...lbs.bu,57.7099,1.30262404
839,19-12933,Aug_Urb_20,239346,Grain.test.weight...lbs.bu,58.8387,1.30262404
840,19-12935,Aug_Urb_20,239347,Grain.test.weight...lbs.bu,57.7099,1.30262404
841,19-13048,Aug_Urb_20,239352,Grain.test.weight...lbs.bu,57.1455,1.30262404
842,19-13062,Aug_Urb_20,239355,Grain.test.weight...lbs.bu,57.2866,1.30262404
843,19-13147,Aug_Urb_20,239356,Grain.test.weight...lbs.bu,56.1578,1.30262404
844,19-13155,Aug_Urb_20,239357,Grain.test.weight...lbs.bu,57.7099,1.30262404
845,19-13268,Aug_Urb_20,239369,Grain.test.weight...lbs.bu,60.2497,1.30262404
846,19-13267,Aug_Urb_20,239368,Grain.test.weight...lbs.bu,59.6853,1.30262404
847,19-13274,Aug_Urb_20,239370,Grain.test.weight...lbs.bu,59.8264,1.30262404
848,19-13276,Aug_Urb_20,239371,Grain.test.weight...lbs.bu,59.262,1.30262404
849,19-13277,Aug_Urb_20,239372,Grain.test.weight...lbs.bu,59.6853,1.30262404
850,19-13278,Aug_Urb_20,239373,Grain.test.weight...lbs.bu,59.262,1.30262404
851,19-13335,Aug_Urb_20,239380,Grain.test.weight...lbs.bu,59.4031,1.30262404
852,19-13347,Aug_Urb_20,239382,Grain.test.weight...lbs.bu,60.2497,1.30262404
853,19-13349,Aug_Urb_20,239383,Grain.test.weight...lbs.bu,59.6853,1.30262404
854,19-13357,Aug_Urb_20,239385,Grain.test.weight...lbs.bu,59.9675,1.30262404
855,19-13361,Aug_Urb_20,239386,Grain.test.weight...lbs.bu,59.9675,1.30262404
856,19-13406,Aug_Urb_20,239387,Grain.test.weight...lbs.bu,60.2497,1.30262404
857,19-13414,Aug_Urb_20,239388,Grain.test.weight...lbs.bu,60.2497,1.30262404
858,19-13418,Aug_Urb_20,239389,Grain.test.weight...lbs.bu,58.2743,1.30262404
859,19-13430,Aug_Urb_20,239390,Grain.test.weight...lbs.bu,59.6853,1.30262404
860,19-13431,Aug_Urb_20,239391,Grain.test.weight...lbs.bu,61.0963,1.30262404
861,19-13433,Aug_Urb_20,239392,Grain.test.weight...lbs.bu,58.2743,1.30262404
862,19-13434,Aug_Urb_20,239393,Grain.test.weight...lbs.bu,60.2497,1.30262404
863,19-13447,Aug_Urb_20,239394,Grain.test.weight...lbs.bu,59.262,1.30262404
864,19-13451,Aug_Urb_20,239396,Grain.test.weight...lbs.bu,62.2251,1.30262404
865,19-13509,Aug_Urb_20,239400,Grain.test.weight...lbs.bu,59.6853,1.30262404
866,19-13654,Aug_Urb_20,239405,Grain.test.weight...lbs.bu,57.9921,1.30262404
867,19-13676,Aug_Urb_20,239406,Grain.test.weight...lbs.bu,61.6607,1.30262404
868,19-13706,Aug_Urb_20,239407,Grain.test.weight...lbs.bu,59.4031,1.30262404
869,19-13707,Aug_Urb_20,239408,Grain.test.weight...lbs.bu,61.3785,1.30262404
870,19-13713,Aug_Urb_20,239409,Grain.test.weight...lbs.bu,59.9675,1.30262404
871,19-13722,Aug_Urb_20,239410,Grain.test.weight...lbs.bu,60.5319,1.30262404
872,19-13736,Aug_Urb_20,239411,Grain.test.weight...lbs.bu,58.9798,1.30262404
873,19-13737,Aug_Urb_20,239412,Grain.test.weight...lbs.bu,60.1086,1.30262404
874,19-13744,Aug_Urb_20,239413,Grain.test.weight...lbs.bu,60.673,1.30262404
875,19-13748,Aug_Urb_20,239414,Grain.test.weight...lbs.bu,61.6607,1.30262404
876,19-13752,Aug_Urb_20,239415,Grain.test.weight...lbs.bu,60.9552,1.30262404
877,19-13778,Aug_Urb_20,239416,Grain.test.weight...lbs.bu,62.084,1.30262404
878,19-13801,Aug_Urb_20,239417,Grain.test.weight...lbs.bu,61.3785,1.30262404
879,19-13837,Aug_Urb_20,239419,Grain.test.weight...lbs.bu,59.9675,1.30262404
880,19-13905,Aug_Urb_20,239422,Grain.test.weight...lbs.bu,59.9675,1.30262404
881,19-13925,Aug_Urb_20,239423,Grain.test.weight...lbs.bu,60.8141,1.30262404
882,19-13936,Aug_Urb_20,239424,Grain.test.weight...lbs.bu,60.5319,1.30262404
883,19-13942,Aug_Urb_20,239425,Grain.test.weight...lbs.bu,59.5442,1.30262404
884,19-13948,Aug_Urb_20,239426,Grain.test.weight...lbs.bu,59.5442,1.30262404
885,19-13961,Aug_Urb_20,239431,Grain.test.weight...lbs.bu,60.9552,1.30262404
886,19-13965,Aug_Urb_20,239432,Grain.test.weight...lbs.bu,58.1332,1.30262404
887,19-13972,Aug_Urb_20,239433,Grain.test.weight...lbs.bu,59.4031,1.30262404
888,19-13978,Aug_Urb_20,239435,Grain.test.weight...lbs.bu,59.262,1.30262404
889,19-14221,Aug_Urb_20,239442,Grain.test.weight...lbs.bu,60.8141,1.30262404
890,19-14226,Aug_Urb_20,239443,Grain.test.weight...lbs.bu,59.262,1.30262404
891,19-14355,Aug_Urb_20,239447,Grain.test.weight...lbs.bu,60.2497,1.30262404
892,19-14359,Aug_Urb_20,239448,Grain.test.weight...lbs.bu,58.9798,1.30262404
893,19-14441,Aug_Urb_20,239451,Grain.test.weight...lbs.bu,61.6607,1.30262404
894,19-14461,Aug_Urb_20,239453,Grain.test.weight...lbs.bu,60.5319,1.30262404
895,19-14471,Aug_Urb_20,239454,Grain.test.weight...lbs.bu,56.8633,1.30262404
896,19-14457,Aug_Urb_20,239452,Grain.test.weight...lbs.bu,59.1209,1.30262404
897,19-14513,Aug_Urb_20,239457,Grain.test.weight...lbs.bu,56.7222,1.30262404
898,19-14605,Aug_Urb_20,239460,Grain.test.weight...lbs.bu,57.1455,1.30262404
899,19-14617,Aug_Urb_20,239462,Grain.test.weight...lbs.bu,57.9921,1.30262404
900,19-14641,Aug_Urb_20,239464,Grain.test.weight...lbs.bu,57.851,1.30262404
901,19-14658,Aug_Urb_20,239466,Grain.test.weight...lbs.bu,59.262,1.30262404
902,19-14713,Aug_Urb_20,239469,Grain.test.weight...lbs.bu,59.6853,1.30262404
903,19-14717,Aug_Urb_20,239470,Grain.test.weight...lbs.bu,59.262,1.30262404
904,19-14845,Aug_Urb_20,239475,Grain.test.weight...lbs.bu,58.5565,1.30262404
905,19-14856,Aug_Urb_20,239476,Grain.test.weight...lbs.bu,59.4031,1.30262404
906,19-14925,Aug_Urb_20,239477,Grain.test.weight...lbs.bu,60.2497,1.30262404
907,19-14933,Aug_Urb_20,239479,Grain.test.weight...lbs.bu,59.262,1.30262404
908,19-15009,Aug_Urb_20,239483,Grain.test.weight...lbs.bu,59.1209,1.30262404
909,19-15014,Aug_Urb_20,239484,Grain.test.weight...lbs.bu,58.1332,1.30262404
910,19-15017,Aug_Urb_20,239485,Grain.test.weight...lbs.bu,58.6976,1.30262404
911,19-15033,Aug_Urb_20,239486,Grain.test.weight...lbs.bu,56.8633,1.30262404
912,19-15150,Aug_Urb_20,239489,Grain.test.weight...lbs.bu,59.1209,1.30262404
913,19-15159,Aug_Urb_20,239490,Grain.test.weight...lbs.bu,58.9798,1.30262404
914,19-15201,Aug_Urb_20,239492,Grain.test.weight...lbs.bu,58.2743,1.30262404
915,19-15209,Aug_Urb_20,239494,Grain.test.weight...lbs.bu,59.8264,1.30262404
916,19-15228,Aug_Urb_20,239497,Grain.test.weight...lbs.bu,58.2743,1.30262404
917,19-15231,Aug_Urb_20,239498,Grain.test.weight...lbs.bu,57.9921,1.30262404
918,19-15254,Aug_Urb_20,239499,Grain.test.weight...lbs.bu,58.8387,1.30262404
919,19-15317,Aug_Urb_20,239500,Grain.test.weight...lbs.bu,57.7099,1.30262404
920,19-15327,Aug_Urb_20,239501,Grain.test.weight...lbs.bu,58.9798,1.30262404
921,19-15330,Aug_Urb_20,239502,Grain.test.weight...lbs.bu,58.6976,1.30262404
922,19-15333,Aug_Urb_20,239503,Grain.test.weight...lbs.bu,58.8387,1.30262404
923,19-15338,Aug_Urb_20,239504,Grain.test.weight...lbs.bu,57.2866,1.30262404
924,19-15344,Aug_Urb_20,239505,Grain.test.weight...lbs.bu,57.9921,1.30262404
925,19-15466,Aug_Urb_20,239506,Grain.test.weight...lbs.bu,57.4277,1.30262404
926,19-15472,Aug_Urb_20,239507,Grain.test.weight...lbs.bu,57.1455,1.30262404
927,19-15477,Aug_Urb_20,239508,Grain.test.weight...lbs.bu,58.4154,1.30262404
928,19-15712,Aug_Urb_20,239511,Grain.test.weight...lbs.bu,58.9798,1.30262404
929,19-15728,Aug_Urb_20,239512,Grain.test.weight...lbs.bu,58.6976,1.30262404
930,19-15730,Aug_Urb_20,239513,Grain.test.weight...lbs.bu,57.7099,1.30262404
931,19-15751,Aug_Urb_20,239517,Grain.test.weight...lbs.bu,55.4523,1.30262404
932,19-15928,Aug_Urb_20,239518,Grain.test.weight...lbs.bu,57.2866,1.30262404
933,19-15936,Aug_Urb_20,239520,Grain.test.weight...lbs.bu,58.4154,1.30262404
934,19-16059,Aug_Urb_20,239531,Grain.test.weight...lbs.bu,58.2743,1.30262404
935,19-16064,Aug_Urb_20,239532,Grain.test.weight...lbs.bu,58.2743,1.30262404
936,19-16068,Aug_Urb_20,239533,Grain.test.weight...lbs.bu,57.851,1.30262404
937,19-16107,Aug_Urb_20,239535,Grain.test.weight...lbs.bu,59.1209,1.30262404
938,19-16129,Aug_Urb_20,239537,Grain.test.weight...lbs.bu,58.8387,1.30262404
939,19-16136,Aug_Urb_20,239538,Grain.test.weight...lbs.bu,54.8879,1.30262404
940,19-16139,Aug_Urb_20,239539,Grain.test.weight...lbs.bu,56.5811,1.30262404
941,19-16142,Aug_Urb_20,239540,Grain.test.weight...lbs.bu,59.1209,1.30262404
942,19-16145,Aug_Urb_20,239541,Grain.test.weight...lbs.bu,58.2743,1.30262404
943,19-16152,Aug_Urb_20,239542,Grain.test.weight...lbs.bu,58.5565,1.30262404
944,19-16176,Aug_Urb_20,239543,Grain.test.weight...lbs.bu,58.8387,1.30262404
945,19-16202,Aug_Urb_20,239545,Grain.test.weight...lbs.bu,58.9798,1.30262404
946,19-16209,Aug_Urb_20,239548,Grain.test.weight...lbs.bu,59.9675,1.30262404
947,19-16235,Aug_Urb_20,239549,Grain.test.weight...lbs.bu,59.4031,1.30262404
948,19-16279,Aug_Urb_20,239554,Grain.test.weight...lbs.bu,57.7099,1.30262404
949,19-16306,Aug_Urb_20,239555,Grain.test.weight...lbs.bu,55.1701,1.30262404
950,19-16312,Aug_Urb_20,239556,Grain.test.weight...lbs.bu,57.4277,1.30262404
951,19-16325,Aug_Urb_20,239557,Grain.test.weight...lbs.bu,57.7099,1.30262404
952,19-16335,Aug_Urb_20,239558,Grain.test.weight...lbs.bu,57.7099,1.30262404
953,19-16339,Aug_Urb_20,239559,Grain.test.weight...lbs.bu,57.851,1.30262404
954,19-16364,Aug_Urb_20,239562,Grain.test.weight...lbs.bu,59.5442,1.30262404
955,19-16368,Aug_Urb_20,239563,Grain.test.weight...lbs.bu,57.851,1.30262404
956,19-16371,Aug_Urb_20,239564,Grain.test.weight...lbs.bu,59.262,1.30262404
957,19-16376,Aug_Urb_20,239565,Grain.test.weight...lbs.bu,57.9921,1.30262404
958,19-16404,Aug_Urb_20,239566,Grain.test.weight...lbs.bu,58.9798,1.30262404
959,19-16421,Aug_Urb_20,239569,Grain.test.weight...lbs.bu,58.1332,1.30262404
960,19-16533,Aug_Urb_20,239571,Grain.test.weight...lbs.bu,56.44,1.30262404
961,19-16605,Aug_Urb_20,239572,Grain.test.weight...lbs.bu,57.5688,1.30262404
962,19-16636,Aug_Urb_20,239573,Grain.test.weight...lbs.bu,56.2989,1.30262404
963,19-16737,Aug_Urb_20,239575,Grain.test.weight...lbs.bu,54.4646,1.30262404
964,19-16848,Aug_Urb_20,239577,Grain.test.weight...lbs.bu,57.7099,1.30262404
965,19-16856,Aug_Urb_20,239578,Grain.test.weight...lbs.bu,58.8387,1.30262404
966,19-16860,Aug_Urb_20,239579,Grain.test.weight...lbs.bu,57.9921,1.30262404
967,19-16878,Aug_Urb_20,239580,Grain.test.weight...lbs.bu,60.3908,1.30262404
968,19-16953,Aug_Urb_20,239581,Grain.test.weight...lbs.bu,58.6976,1.30262404
969,19-17009,Aug_Urb_20,239582,Grain.test.weight...lbs.bu,57.851,1.30262404
970,19-17038,Aug_Urb_20,239583,Grain.test.weight...lbs.bu,57.851,1.30262404
971,19-17041,Aug_Urb_20,239584,Grain.test.weight...lbs.bu,56.1578,1.30262404
972,19-17043,Aug_Urb_20,239585,Grain.test.weight...lbs.bu,55.3112,1.30262404
973,19-17048,Aug_Urb_20,239586,Grain.test.weight...lbs.bu,53.1947,1.30262404
974,19-17051,Aug_Urb_20,239587,Grain.test.weight...lbs.bu,57.1455,1.30262404
975,19-17053,Aug_Urb_20,239589,Grain.test.weight...lbs.bu,53.618,1.30262404
976,19-17212,Aug_Urb_20,239593,Grain.test.weight...lbs.bu,58.5565,1.30262404
977,19-17237,Aug_Urb_20,239594,Grain.test.weight...lbs.bu,58.8387,1.30262404
978,19-17201,Aug_Urb_20,239592,Grain.test.weight...lbs.bu,58.2743,1.30262404
979,19-17333,Aug_Urb_20,239598,Grain.test.weight...lbs.bu,59.8264,1.30262404
980,19-17354,Aug_Urb_20,239599,Grain.test.weight...lbs.bu,58.8387,1.30262404
981,19-17467,Aug_Urb_20,239601,Grain.test.weight...lbs.bu,58.4154,1.30262404
982,19-17546,Aug_Urb_20,239603,Grain.test.weight...lbs.bu,58.6976,1.30262404
983,19-17548,Aug_Urb_20,239604,Grain.test.weight...lbs.bu,58.2743,1.30262404
984,19-17569,Aug_Urb_20,239606,Grain.test.weight...lbs.bu,58.6976,1.30262404
985,19-17603,Aug_Urb_20,239607,Grain.test.weight...lbs.bu,55.7345,1.30262404
986,19-17649,Aug_Urb_20,239609,Grain.test.weight...lbs.bu,53.7591,1.30262404
987,19-17662,Aug_Urb_20,239610,Grain.test.weight...lbs.bu,57.9921,1.30262404
988,19-17674,Aug_Urb_20,239611,Grain.test.weight...lbs.bu,58.4154,1.30262404
989,19-17675,Aug_Urb_20,239612,Grain.test.weight...lbs.bu,57.7099,1.30262404
990,19-17702,Aug_Urb_20,239613,Grain.test.weight...lbs.bu,59.5442,1.30262404
991,19-17710,Aug_Urb_20,239614,Grain.test.weight...lbs.bu,57.2866,1.30262404
992,19-17721,Aug_Urb_20,239615,Grain.test.weight...lbs.bu,58.6976,1.30262404
993,19-17813,Aug_Urb_20,239619,Grain.test.weight...lbs.bu,58.1332,1.30262404
994,19-17815,Aug_Urb_20,239620,Grain.test.weight...lbs.bu,57.1455,1.30262404
995,19-17817,Aug_Urb_20,239621,Grain.test.weight...lbs.bu,57.2866,1.30262404
996,19-17823,Aug_Urb_20,239622,Grain.test.weight...lbs.bu,58.5565,1.30262404
997,19-17828,Aug_Urb_20,239623,Grain.test.weight...lbs.bu,59.1209,1.30262404
998,19-17829,Aug_Urb_20,239624,Grain.test.weight...lbs.bu,57.851,1.30262404
999,19-17932,Aug_Urb_20,239626,Grain.test.weight...lbs.bu,57.1455,1.30262404
1000,19-17929,Aug_Urb_20,239625,Grain.test.weight...lbs.bu,58.2743,1.30262404
1001,19-17946,Aug_Urb_20,239627,Grain.test.weight...lbs.bu,57.851,1.30262404
1002,19-18024,Aug_Urb_20,239628,Grain.test.weight...lbs.bu,57.4277,1.30262404
1003,19-18033,Aug_Urb_20,239629,Grain.test.weight...lbs.bu,56.1578,1.30262404
1004,19-18141,Aug_Urb_20,239631,Grain.test.weight...lbs.bu,57.2866,1.30262404
1005,19-18142,Aug_Urb_20,239632,Grain.test.weight...lbs.bu,58.8387,1.30262404
1006,19-18145,Aug_Urb_20,239633,Grain.test.weight...lbs.bu,59.4031,1.30262404
1007,19-18151,Aug_Urb_20,239634,Grain.test.weight...lbs.bu,58.4154,1.30262404
1008,19-18152,Aug_Urb_20,239635,Grain.test.weight...lbs.bu,57.9921,1.30262404
1009,19-18153,Aug_Urb_20,239636,Grain.test.weight...lbs.bu,57.9921,1.30262404
1010,19-18156,Aug_Urb_20,239637,Grain.test.weight...lbs.bu,58.5565,1.30262404
1011,19-18157,Aug_Urb_20,239638,Grain.test.weight...lbs.bu,58.6976,1.30262404
1012,19-18326,Aug_Urb_20,239639,Grain.test.weight...lbs.bu,59.6853,1.30262404
1013,19-18329,Aug_Urb_20,239641,Grain.test.weight...lbs.bu,58.4154,1.30262404
1014,19-18328,Aug_Urb_20,239640,Grain.test.weight...lbs.bu,59.4031,1.30262404
1015,19-18721,Aug_Urb_20,239642,Grain.test.weight...lbs.bu,57.0044,1.30262404
1016,19-18725,Aug_Urb_20,239643,Grain.test.weight...lbs.bu,57.851,1.30262404
1017,19-18813,Aug_Urb_20,239644,Grain.test.weight...lbs.bu,59.1209,1.30262404
1018,19-18826,Aug_Urb_20,239645,Grain.test.weight...lbs.bu,56.2989,1.30262404
1019,19-18830,Aug_Urb_20,239646,Grain.test.weight...lbs.bu,53.9002,1.30262404
1020,19-18832,Aug_Urb_20,239647,Grain.test.weight...lbs.bu,58.4154,1.30262404
1021,19-18837,Aug_Urb_20,239648,Grain.test.weight...lbs.bu,58.4154,1.30262404
